"","year","tree_id","wood_type","ring_width"
"734",1990,"648_B2L",NA,0.466
"735",1990,"652_","earlywood",0.7725
"736",1990,"652_","latewood",0.4025
"737",1990,"654_","earlywood",2.3285
"738",1990,"654_","latewood",2.096
"739",1990,"655_","earlywood",1.1645
"740",1990,"655_","latewood",1.2385
"741",1990,"656_","earlywood",2.393
"742",1990,"656_","latewood",1.5885
"743",1990,"860_","earlywood",1.864
"744",1990,"860_","latewood",1.3025
"745",1991,"309_","earlywood",0.4975
"746",1991,"309_","latewood",0.382
"747",1991,"310_","earlywood",0.508
"748",1991,"310_","latewood",0.8365
"749",1991,"311_","earlywood",0.921
"750",1991,"311_","latewood",1.524
"751",1991,"646_","earlywood",1.852
"752",1991,"646_","latewood",1.1005
"753",1991,"648_","earlywood",0.889
"754",1991,"648_","latewood",0.55
"755",1991,"648_B2E",NA,0.826
"756",1991,"648_B2L",NA,0.55
"757",1991,"652_","earlywood",0.762
"758",1991,"652_","latewood",0.53
"759",1991,"654_","earlywood",1.344
"760",1991,"654_","latewood",1.3445
"761",1991,"655_","earlywood",1.217
"762",1991,"655_","latewood",1.386
"763",1991,"656_","earlywood",2.4745
"764",1991,"656_","latewood",1.495
"765",1991,"860_","earlywood",1.1115
"766",1991,"860_","latewood",1.366
"767",1992,"309_","earlywood",0.6145
"768",1992,"309_","latewood",0.6355
"769",1992,"310_","earlywood",0.508
"770",1992,"310_","latewood",0.6035
"771",1992,"311_","earlywood",1.3555
"772",1992,"311_","latewood",1.723
"773",1992,"646_","earlywood",1.7465
"774",1992,"646_","latewood",1.228
"775",1992,"648_","earlywood",0.931
"776",1992,"648_","latewood",0.55
"777",1992,"648_B2E",NA,0.762
"778",1992,"648_B2L",NA,0.572
"779",1992,"652_","earlywood",0.741
"780",1992,"652_","latewood",0.4335
"781",1992,"654_","earlywood",1.768
"782",1992,"654_","latewood",1.175
"783",1992,"655_","earlywood",0.688
"784",1992,"655_","latewood",1.016
"785",1992,"656_","earlywood",2.022
"786",1992,"656_","latewood",1.715
"787",1992,"860_","earlywood",1.4295
"788",1992,"860_","latewood",1.7895
"789",1993,"309_","earlywood",0.445
"790",1993,"309_","latewood",0.381
"791",1993,"310_","earlywood",0.5615
"792",1993,"310_","latewood",0.402
"793",1993,"311_","earlywood",1.0165
"794",1993,"311_","latewood",1.228
"795",1993,"646_","earlywood",0.762
"796",1993,"646_","latewood",0.942
"797",1993,"648_","earlywood",0.529
"798",1993,"648_","latewood",0.656
"799",1993,"648_B2E",NA,0.529
"800",1993,"648_B2L",NA,0.656
"801",1993,"652_","earlywood",0.7515
"802",1993,"652_","latewood",0.4555
"803",1993,"654_","earlywood",0.9735
"804",1993,"654_","latewood",1.016
"805",1993,"655_","earlywood",0.656
"806",1993,"655_","latewood",0.9
"807",1993,"656_","earlywood",1.0905
"808",1993,"656_","latewood",1.069
"809",1993,"860_","earlywood",0.731
"810",1993,"860_","latewood",1.186
"811",1994,"309_","earlywood",0.773
"812",1994,"309_","latewood",0.3495
"813",1994,"310_","earlywood",0.635
"814",1994,"310_","latewood",0.4445
"815",1994,"311_","earlywood",0.868
"816",1994,"311_","latewood",0.7935
"817",1994,"646_","earlywood",1.037
"818",1994,"646_","latewood",0.7095
"819",1994,"648_","earlywood",0.91
"820",1994,"648_","latewood",0.402
"821",1994,"648_B2E",NA,0.762
"822",1994,"648_B2L",NA,0.318
"823",1994,"652_","earlywood",0.7835
"824",1994,"652_","latewood",0.4765
"825",1994,"654_","earlywood",1.7145
"826",1994,"654_","latewood",1.122
"827",1994,"655_","earlywood",0.688
"828",1994,"655_","latewood",1.069
"829",1994,"656_","earlywood",1.969
"830",1994,"656_","latewood",1.2705
"831",1994,"860_","earlywood",1.196
"832",1994,"860_","latewood",1.3125
"833",1995,"309_","earlywood",0.7195
"834",1995,"309_","latewood",0.266
"835",1995,"310_","earlywood",0.677
"836",1995,"310_","latewood",0.5825
"837",1995,"311_","earlywood",0.8785
"838",1995,"311_","latewood",1.2815
"839",1995,"646_","earlywood",1.7145
"840",1995,"646_","latewood",0.868
"841",1995,"648_","earlywood",0.974
"842",1995,"648_","latewood",0.529
"843",1995,"648_B2E",NA,0.847
"844",1995,"648_B2L",NA,0.593
"845",1995,"652_","earlywood",0.8045
"846",1995,"652_","latewood",0.741
"847",1995,"654_","earlywood",1.355
"848",1995,"654_","latewood",1.09
"849",1995,"655_","earlywood",0.561
"850",1995,"655_","latewood",1.0475
"851",1995,"656_","earlywood",1.5345
"852",1995,"656_","latewood",1.1965
"853",1995,"860_","earlywood",0.9105
"854",1995,"860_","latewood",1.2915
"855",1996,"309_","earlywood",1.0165
"856",1996,"309_","latewood",0.6245
"857",1996,"310_","earlywood",0.921
"858",1996,"310_","latewood",0.942
"859",1996,"311_","earlywood",1.09
"860",1996,"311_","latewood",1.9265
"861",1996,"646_","earlywood",2.4135
"862",1996,"646_","latewood",0.9845
"863",1996,"648_","earlywood",0.931
"864",1996,"648_","latewood",0.656
"865",1996,"648_B2E",NA,0.889
"866",1996,"648_B2L",NA,0.741
"867",1996,"652_","earlywood",0.7305
"868",1996,"652_","latewood",0.9205
"869",1996,"654_","earlywood",2.0535
"870",1996,"654_","latewood",1.4075
"871",1996,"655_","earlywood",0.6035
"872",1996,"655_","latewood",0.8995
"873",1996,"656_","earlywood",1.6305
"874",1996,"656_","latewood",0.963
"875",1996,"860_","earlywood",0.8895
"876",1996,"860_","latewood",1.0165
"877",1997,"309_","earlywood",1.0805
"878",1997,"309_","latewood",0.932
"879",1997,"310_","earlywood",1.0265
"880",1997,"310_","latewood",1.3335
"881",1997,"311_","earlywood",1.376
"882",1997,"311_","latewood",2.541
"883",1997,"646_","earlywood",4.6045
"884",1997,"646_","latewood",0.6775
"885",1997,"648_","earlywood",1.82
"886",1997,"648_","latewood",0.487
"887",1997,"648_B2E",NA,1.461
"888",1997,"648_B2L",NA,0.551
"889",1997,"652_","earlywood",0.667
"890",1997,"652_","latewood",1.2595
"891",1997,"654_","earlywood",1.6515
"892",1997,"654_","latewood",1.3125
"893",1997,"655_","earlywood",0.7305
"894",1997,"655_","latewood",0.857
"895",1997,"656_","earlywood",1.3865
"896",1997,"656_","latewood",1.196
"897",1997,"860_","earlywood",0.8255
"898",1997,"860_","latewood",1.207
"899",1998,"309_","earlywood",1.0905
"900",1998,"309_","latewood",0.9425
"901",1998,"310_","earlywood",1.365
"902",1998,"310_","latewood",0.9105
"903",1998,"311_","earlywood",1.408
"904",1998,"311_","latewood",2.022
"905",1998,"646_","earlywood",4.1065
"906",1998,"646_","latewood",0.7725
"907",1998,"648_","earlywood",1.673
"908",1998,"648_","latewood",0.402
"909",1998,"648_B2E",NA,1.291
"910",1998,"648_B2L",NA,0.466
"911",1998,"652_","earlywood",0.73
"912",1998,"652_","latewood",0.7515
"913",1998,"654_","earlywood",1.577
"914",1998,"654_","latewood",0.847
"915",1998,"655_","earlywood",0.561
"916",1998,"655_","latewood",0.9735
"917",1998,"656_","earlywood",1.725
"918",1998,"656_","latewood",1.207
"919",1998,"860_","earlywood",0.5935
"920",1998,"860_","latewood",1.2595
"921",1999,"309_","earlywood",0.6985
"922",1999,"309_","latewood",0.657
"923",1999,"310_","earlywood",0.794
"924",1999,"310_","latewood",0.846
"925",1999,"311_","earlywood",1.2065
"926",1999,"311_","latewood",1.0905
"927",1999,"646_","earlywood",1.81
"928",1999,"646_","latewood",1.8205
"929",1999,"648_","earlywood",1.312
"930",1999,"648_","latewood",0.741
"931",1999,"648_B2E",NA,1.228
"932",1999,"648_B2L",NA,0.72
"933",1999,"652_","earlywood",0.6245
"934",1999,"652_","latewood",0.656
"935",1999,"654_","earlywood",1.112
"936",1999,"654_","latewood",0.8675
"937",1999,"655_","earlywood",0.677
"938",1999,"655_","latewood",1.2175
"939",1999,"656_","earlywood",1.355
"940",1999,"656_","latewood",1.08
"941",1999,"860_","earlywood",0.403
"942",1999,"860_","latewood",1.0165
"943",2000,"309_","earlywood",0.7515
"944",2000,"309_","latewood",0.6565
"945",2000,"310_","earlywood",0.8465
"946",2000,"310_","latewood",0.8045
"947",2000,"311_","earlywood",1.366
"948",2000,"311_","latewood",1.609
"949",2000,"646_","earlywood",2
"950",2000,"646_","latewood",1.1005
"951",2000,"648_","earlywood",0.995
"952",2000,"648_","latewood",0.698
"953",2000,"648_B2E",NA,0.931
"954",2000,"648_B2L",NA,0.572
"955",2000,"652_","earlywood",0.582
"956",2000,"652_","latewood",0.508
"957",2000,"654_","earlywood",1.2065
"958",2000,"654_","latewood",0.815
"959",2000,"655_","earlywood",0.7515
"960",2000,"655_","latewood",1.0585
"961",2000,"656_","earlywood",1.567
"962",2000,"656_","latewood",1.133
"963",2000,"860_","earlywood",0.2715
"964",2000,"860_","latewood",0.93
"965",2001,"309_","earlywood",0.794
"966",2001,"309_","latewood",1.0695
"967",2001,"310_","earlywood",0.7835
"968",2001,"310_","latewood",1.291
"969",2001,"311_","earlywood",1.366
"970",2001,"311_","latewood",1.355
"971",2001,"646_","earlywood",2.942
"972",2001,"646_","latewood",0.7405
"973",2001,"648_","earlywood",1.122
"974",2001,"648_","latewood",0.741
"975",2001,"648_B2E",NA,1.08
"976",2001,"648_B2L",NA,0.677
"977",2001,"652_","earlywood",0.667
"978",2001,"652_","latewood",0.4445
"979",2001,"654_","earlywood",1.3125
"980",2001,"654_","latewood",0.9525
"981",2001,"655_","earlywood",0.8045
"982",2001,"655_","latewood",0.921
"983",2001,"656_","earlywood",1.3125
"984",2001,"656_","latewood",1.154
"985",2001,"860_","earlywood",0.9425
"986",2001,"860_","latewood",1.376
"987",2002,"309_","earlywood",0.996
"988",2002,"309_","latewood",0.635
"989",2002,"310_","earlywood",0.7095
"990",2002,"310_","latewood",0.7835
"991",2002,"311_","earlywood",1.2485
"992",2002,"311_","latewood",0.678
"993",2002,"646_","earlywood",1.556
"994",2002,"646_","latewood",0.815
"995",2002,"648_","earlywood",1.308
"996",2002,"648_","latewood",0.529
"997",2002,"648_B2E",NA,1.502
"998",2002,"648_B2L",NA,0.381
"999",2002,"652_","earlywood",0.6565
"1000",2002,"652_","latewood",0.466
"1001",2002,"654_","earlywood",1.355
"1002",2002,"654_","latewood",0.5715
"1003",2002,"655_","earlywood",0.646
"1004",2002,"655_","latewood",0.667
"1005",2002,"656_","earlywood",1.7785
"1006",2002,"656_","latewood",0.7195
"1007",2002,"860_","earlywood",1.345
"1008",2002,"860_","latewood",1.143
"1009",2003,"309_","earlywood",0.762
"1010",2003,"309_","latewood",0.572
"1011",2003,"310_","earlywood",0.6565
"1012",2003,"310_","latewood",0.5715
"1013",2003,"311_","earlywood",0.9745
"1014",2003,"311_","latewood",0.7515
"1015",2003,"646_","earlywood",1.154
"1016",2003,"646_","latewood",0.974
"1017",2003,"648_","earlywood",0.931
"1018",2003,"648_","latewood",0.402
"1019",2003,"648_B2E",NA,0.677
"1020",2003,"648_B2L",NA,0.529
"1021",2003,"652_","earlywood",0.5715
"1022",2003,"652_","latewood",0.3815
"1023",2003,"654_","earlywood",1.3125
"1024",2003,"654_","latewood",0.434
"1025",2003,"655_","earlywood",0.646
"1026",2003,"655_","latewood",0.868
"1027",2003,"656_","earlywood",1.069
"1028",2003,"656_","latewood",0.7305
"1029",2003,"860_","earlywood",0.8685
"1030",2003,"860_","latewood",0.8785
"1031",2004,"309_","earlywood",0.836
"1032",2004,"309_","latewood",0.8155
"1033",2004,"310_","earlywood",0.5185
"1034",2004,"310_","latewood",0.466
"1035",2004,"311_","earlywood",0.9735
"1036",2004,"311_","latewood",1.239
"1037",2004,"646_","earlywood",1.0055
"1038",2004,"646_","latewood",1.101
"1039",2004,"648_","earlywood",1.588
"1040",2004,"648_","latewood",0.466
"1041",2004,"648_B2E",NA,1.291
"1042",2004,"648_B2L",NA,0.72
"1043",2004,"652_","earlywood",0.72
"1044",2004,"652_","latewood",0.434
"1045",2004,"654_","earlywood",1.175
"1046",2004,"654_","latewood",0.6775
"1047",2004,"655_","earlywood",0.8255
"1048",2004,"655_","latewood",1.2805
"1049",2004,"656_","earlywood",1.3655
"1050",2004,"656_","latewood",1.059
"1051",2004,"860_","earlywood",0.9955
"1052",2004,"860_","latewood",1.1395
"1053",2005,"309_","earlywood",0.985
"1054",2005,"309_","latewood",0.815
"1055",2005,"310_","earlywood",0.5185
"1056",2005,"310_","latewood",0.529
"1057",2005,"311_","earlywood",1.2385
"1058",2005,"311_","latewood",1.016
"1059",2005,"646_","earlywood",1.249
"1060",2005,"646_","latewood",0.8575
"1061",2005,"648_","earlywood",1.355
"1062",2005,"648_","latewood",0.402
"1063",2005,"648_B2E",NA,1.249
"1064",2005,"648_B2L",NA,0.444
"1065",2005,"652_","earlywood",0.836
"1066",2005,"652_","latewood",0.4765
"1067",2005,"654_","earlywood",1.3015
"1068",2005,"654_","latewood",0.6245
"1069",2005,"655_","earlywood",1.0165
"1070",2005,"655_","latewood",1.27
"1071",2005,"656_","earlywood",1.45
"1072",2005,"656_","latewood",1.228
"1073",2005,"860_","earlywood",1.196
"1074",2005,"860_","latewood",0.911
"1075",2006,"309_","earlywood",0.837
"1076",2006,"309_","latewood",0.7835
"1077",2006,"310_","earlywood",0.6985
"1078",2006,"310_","latewood",0.6455
"1079",2006,"311_","earlywood",1.154
"1080",2006,"311_","latewood",1.164
"1081",2006,"646_","earlywood",1.0375
"1082",2006,"646_","latewood",0.6245
"1083",2006,"648_","earlywood",1.016
"1084",2006,"648_","latewood",0.741
"1085",2006,"648_B2E",NA,1.736
"1086",2006,"648_B2L",NA,0.487
"1087",2006,"652_","earlywood",0.868
"1088",2006,"652_","latewood",0.868
"1089",2006,"654_","earlywood",1.2595
"1090",2006,"654_","latewood",0.614
"1091",2006,"655_","earlywood",0.762
"1092",2006,"655_","latewood",1.4815
"1093",2006,"656_","earlywood",1.3655
"1094",2006,"656_","latewood",1.175
"1095",2006,"860_","earlywood",1.1645
"1096",2006,"860_","latewood",1.154
"1097",2007,"309_","earlywood",0.7305
"1098",2007,"309_","latewood",0.71
"1099",2007,"310_","earlywood",0.6455
"1100",2007,"310_","latewood",0.5505
"1101",2007,"311_","earlywood",1.1225
"1102",2007,"311_","latewood",0.8365
"1103",2007,"646_","earlywood",0.72
"1104",2007,"646_","latewood",0.7195
"1105",2007,"648_","earlywood",1.037
"1106",2007,"648_","latewood",0.36
"1107",2007,"648_B2E",NA,1.291
"1108",2007,"648_B2L",NA,0.403
"1109",2007,"652_","earlywood",0.868
"1110",2007,"652_","latewood",0.6035
"1111",2007,"654_","earlywood",1.048
"1112",2007,"654_","latewood",0.466
"1113",2007,"655_","earlywood",0.476
"1114",2007,"655_","latewood",0.815
"1115",2007,"656_","earlywood",1.196
"1116",2007,"656_","latewood",1.2705
"1117",2007,"860_","earlywood",1.0905
"1118",2007,"860_","latewood",1.334
"1119",2008,"309_","earlywood",0.8255
"1120",2008,"309_","latewood",0.4975
"1121",2008,"310_","earlywood",0.667
"1122",2008,"310_","latewood",0.423
"1123",2008,"311_","earlywood",1.111
"1124",2008,"311_","latewood",0.54
"1125",2008,"646_","earlywood",0.72
"1126",2008,"646_","latewood",0.6455
"1127",2008,"648_","earlywood",0.572
"1128",2008,"648_","latewood",0.296
"1129",2008,"648_B2E",NA,0.741
"1130",2008,"648_B2L",NA,0.36
"1131",2008,"652_","earlywood",0.7935
"1132",2008,"652_","latewood",0.4765
"1133",2008,"654_","earlywood",1.1005
"1134",2008,"654_","latewood",0.529
"1135",2008,"655_","earlywood",0.36
"1136",2008,"655_","latewood",0.5085
"1137",2008,"656_","earlywood",1.44
"1138",2008,"656_","latewood",1.2065
"1139",2008,"860_","earlywood",1.239
"1140",2008,"860_","latewood",1.027
"1141",2009,"309_","earlywood",0.6885
"1142",2009,"309_","latewood",0.36
"1143",2009,"310_","earlywood",0.624
"1144",2009,"310_","latewood",0.54
"1145",2009,"311_","earlywood",0.9315
"1146",2009,"311_","latewood",0.72
"1147",2009,"646_","earlywood",0.688
"1148",2009,"646_","latewood",0.4765
"1149",2009,"648_","earlywood",0.551
"1150",2009,"648_","latewood",0.275
"1151",2009,"648_B2E",NA,0.72
"1152",2009,"648_B2L",NA,0.085
"1153",2009,"652_","earlywood",0.7095
"1154",2009,"652_","latewood",0.328
"1155",2009,"654_","earlywood",1.2065
"1156",2009,"654_","latewood",0.4555
"1157",2009,"655_","earlywood",0.813
"1158",2009,"655_","latewood",0.508
"1159",2009,"656_","earlywood",1.376
"1160",2009,"656_","latewood",0.868
"1161",2009,"860_","earlywood",0.9
"1162",2009,"860_","latewood",0.7625
"1163",2010,"309_","earlywood",0.72
"1164",2010,"309_","latewood",0.5505
"1165",2010,"310_","earlywood",0.6665
"1166",2010,"310_","latewood",0.508
"1167",2010,"311_","earlywood",0.91
"1168",2010,"311_","latewood",1.0475
"1169",2010,"646_","earlywood",0.741
"1170",2010,"646_","latewood",0.656
"1171",2010,"648_","earlywood",0.783
"1172",2010,"648_","latewood",0.698
"1173",2010,"648_B2E",NA,1.164
"1174",2010,"648_B2L",NA,0.487
"1175",2010,"652_","earlywood",0.7515
"1176",2010,"652_","latewood",0.381
"1177",2010,"654_","earlywood",1.27
"1178",2010,"654_","latewood",0.6775
"1179",2010,"655_","earlywood",0.709
"1180",2010,"655_","latewood",1.143
"1181",2010,"656_","earlywood",1.143
"1182",2010,"656_","latewood",0.6875
"1183",2010,"860_","earlywood",0.89
"1184",2010,"860_","latewood",0.8885
"1185",2011,"309_","earlywood",0.8265
"1186",2011,"309_","latewood",0.6775
"1187",2011,"310_","earlywood",0.8995
"1188",2011,"310_","latewood",0.709
"1189",2011,"311_","earlywood",1.0165
"1190",2011,"311_","latewood",0.953
"1191",2011,"646_","earlywood",0.815
"1192",2011,"646_","latewood",0.688
"1193",2011,"648_","earlywood",0.868
"1194",2011,"648_","latewood",0.36
"1195",2011,"648_B2E",NA,0.974
"1196",2011,"648_B2L",NA,0.423
"1197",2011,"652_","earlywood",0.72
"1198",2011,"652_","latewood",0.4765
"1199",2011,"654_","earlywood",1.27
"1200",2011,"654_","latewood",0.688
"1201",2011,"655_","earlywood",1.0265
"1202",2011,"655_","latewood",1.4605
"1203",2011,"656_","earlywood",1.08
"1204",2011,"656_","latewood",0.9845
"1205",2011,"860_","earlywood",0.688
"1206",2011,"860_","latewood",0.868
"1207",2012,"309_","earlywood",0.6145
"1208",2012,"309_","latewood",0.2535
"1209",2012,"310_","earlywood",0.921
"1210",2012,"310_","latewood",0.709
"1211",2012,"311_","earlywood",1.0265
"1212",2012,"311_","latewood",0.8155
"1213",2012,"646_","earlywood",0.646
"1214",2012,"646_","latewood",0.55
"1215",2012,"648_","earlywood",0.868
"1216",2012,"648_","latewood",0.423
"1217",2012,"648_B2E",NA,1.122
"1218",2012,"648_B2L",NA,0.423
"1219",2012,"652_","earlywood",0.72
"1220",2012,"652_","latewood",0.3595
"1221",2012,"654_","earlywood",1.429
"1222",2012,"654_","latewood",0.625
"1223",2012,"655_","earlywood",1.408
"1224",2012,"655_","latewood",2.138
"1225",2012,"656_","earlywood",1.323
"1226",2012,"656_","latewood",1.027
"1227",2012,"860_","earlywood",0.879
"1228",2012,"860_","latewood",0.953
"1229",2013,"309_","earlywood",0.466
"1230",2013,"309_","latewood",0.191
"1231",2013,"310_","earlywood",0.667
"1232",2013,"310_","latewood",0.783
"1233",2013,"311_","earlywood",1.1755
"1234",2013,"311_","latewood",0.8575
"1235",2013,"646_","earlywood",0.487
"1236",2013,"646_","latewood",0.4235
"1237",2013,"648_","earlywood",0.804
"1238",2013,"648_","latewood",0.402
"1239",2013,"648_B2E",NA,0.804
"1240",2013,"648_B2L",NA,0.466
"1241",2013,"652_","earlywood",0.688
"1242",2013,"652_","latewood",0.2965
"1243",2013,"654_","earlywood",1.344
"1244",2013,"654_","latewood",0.773
"1245",2013,"655_","earlywood",1.789
"1246",2013,"655_","latewood",2.921
"1247",2013,"656_","earlywood",1.408
"1248",2013,"656_","latewood",1.44
"1249",2013,"860_","earlywood",0.826
"1250",2013,"860_","latewood",1.1225
"1251",2014,"309_","earlywood",0.593
"1252",2014,"309_","latewood",0.466
"1253",2014,"310_","earlywood",0.815
"1254",2014,"310_","latewood",0.688
"1255",2014,"311_","earlywood",1.154
"1256",2014,"311_","latewood",1.1115
"1257",2014,"646_","earlywood",0.6565
"1258",2014,"646_","latewood",0.519
"1259",2014,"648_","earlywood",0.974
"1260",2014,"648_","latewood",0.254
"1261",2014,"648_B2E",NA,0.931
"1262",2014,"648_B2L",NA,0.296
"1263",2014,"652_","earlywood",0.7195
"1264",2014,"652_","latewood",0.2865
"1265",2014,"654_","earlywood",1.376
"1266",2014,"654_","latewood",1.0375
"1267",2014,"655_","earlywood",1.6405
"1268",2014,"655_","latewood",1.7885
"1269",2014,"656_","earlywood",1.7355
"1270",2014,"656_","latewood",1.747
"1271",2014,"860_","earlywood",0.7305
"1272",2014,"860_","latewood",0.9215
"1273",2015,"309_","earlywood",0.5925
"1274",2015,"309_","latewood",0.3175
"1275",2015,"310_","earlywood",0.5605
"1276",2015,"310_","latewood",0.466
"1277",2015,"311_","earlywood",0.921
"1278",2015,"311_","latewood",0.7835
"1279",2015,"646_","earlywood",0.4975
"1280",2015,"646_","latewood",0.3915
"1281",2015,"648_","earlywood",0.826
"1282",2015,"648_","latewood",0.212
"1283",2015,"648_B2E",NA,0.741
"1284",2015,"648_B2L",NA,0.317
"1285",2015,"652_","earlywood",0.741
"1286",2015,"652_","latewood",0.3915
"1287",2015,"654_","earlywood",1.63
"1288",2015,"654_","latewood",0.529
"1289",2015,"655_","earlywood",1.2595
"1290",2015,"655_","latewood",1.4395
"1291",2015,"656_","earlywood",2.2335
"1292",2015,"656_","latewood",1.228
"1293",2015,"860_","earlywood",0.9735
"1294",2015,"860_","latewood",0.8265
"1295",2016,"309_","earlywood",0.593
"1296",2016,"309_","latewood",0.2435
"1297",2016,"310_","earlywood",0.6355
"1298",2016,"310_","latewood",0.328
"1299",2016,"311_","earlywood",0.73
"1300",2016,"311_","latewood",0.868
"1301",2016,"646_","earlywood",0.593
"1302",2016,"646_","latewood",0.3175
"1303",2016,"648_","earlywood",0.614
"1304",2016,"648_","latewood",0.36
"1305",2016,"648_B2E",NA,0.741
"1306",2016,"648_B2L",NA,0.211
"1307",2016,"652_","earlywood",0.7415
"1308",2016,"652_","latewood",0.318
"1309",2016,"654_","earlywood",1.27
"1310",2016,"654_","latewood",0.804
"1311",2016,"655_","earlywood",0.963
"1312",2016,"655_","latewood",1.4075
"1313",2016,"656_","earlywood",1.3335
"1314",2016,"656_","latewood",1.281
"1315",2016,"860_","earlywood",0.699
"1316",2016,"860_","latewood",0.985
"1317",2017,"309_","earlywood",0.5295
"1318",2017,"309_","latewood",0.2435
"1319",2017,"310_","earlywood",0.603
"1320",2017,"310_","latewood",0.275
"1321",2017,"311_","earlywood",0.752
"1322",2017,"311_","latewood",0.8785
"1323",2017,"646_","earlywood",0.6875
"1324",2017,"646_","latewood",0.3175
"1325",2017,"648_","earlywood",0.508
"1326",2017,"648_","latewood",0.296
"1327",2017,"648_B2E",NA,0.383
"1328",2017,"648_B2L",NA,0.296
"1329",2017,"652_","earlywood",0.762
"1330",2017,"652_","latewood",0.3705
"1331",2017,"654_","earlywood",0.8995
"1332",2017,"654_","latewood",0.445
"1333",2017,"655_","earlywood",1.016
"1334",2017,"655_","latewood",1.3445
"1335",2017,"656_","earlywood",0.9635
"1336",2017,"656_","latewood",0.941
"1337",2017,"860_","earlywood",0.6245
"1338",2017,"860_","latewood",0.7515
"1339",2018,"309_","earlywood",0.635
"1340",2018,"309_","latewood",0.286
"1341",2018,"310_","earlywood",0.624
"1342",2018,"310_","latewood",0.4445
"1343",2018,"311_","earlywood",1.3235
"1344",2018,"311_","latewood",1.048
"1345",2018,"646_","earlywood",0.72
"1346",2018,"646_","latewood",0.222
"1347",2018,"648_","earlywood",0.551
"1348",2018,"648_","latewood",0.254
"1349",2018,"648_B2E",NA,0.36
"1350",2018,"648_B2L",NA,0.339
"1351",2018,"652_","earlywood",0.741
"1352",2018,"652_","latewood",0.498
"1353",2018,"654_","earlywood",0.9945
"1354",2018,"654_","latewood",0.6455
"1355",2018,"655_","earlywood",0.995
"1356",2018,"655_","latewood",1.1955
"1357",2018,"656_","earlywood",1.1325
"1358",2018,"656_","latewood",0.7835
"1359",2018,"860_","earlywood",0.8045
"1360",2018,"860_","latewood",0.71
"1361",2019,"309_","earlywood",0.572
"1362",2019,"309_","latewood",0.466
"1363",2019,"310_","earlywood",0.6565
"1364",2019,"310_","latewood",0.4445
"1365",2019,"311_","earlywood",0.8995
"1366",2019,"311_","latewood",2.9855
"1367",2019,"646_","earlywood",0.6985
"1368",2019,"646_","latewood",0.6675
"1369",2019,"648_","earlywood",0.487
"1370",2019,"648_","latewood",0.317
"1371",2019,"648_B2E",NA,0.548
"1372",2019,"648_B2L",NA,0.256
"1373",2019,"652_","earlywood",0.952
"1374",2019,"652_","latewood",0.4345
"1375",2019,"654_","earlywood",1.175
"1376",2019,"654_","latewood",1.164
"1377",2019,"655_","earlywood",1.1005
"1378",2019,"655_","latewood",1.5775
"1379",2019,"656_","earlywood",1.0695
"1380",2019,"656_","latewood",0.9845
"1381",2019,"860_","earlywood",0.6565
"1382",2019,"860_","latewood",0.741
"1383",2020,"309_","earlywood",0.6775
"1384",2020,"309_","latewood",0.4555
"1385",2020,"310_","earlywood",0.6245
"1386",2020,"310_","latewood",0.487
"1387",2020,"311_","earlywood",2.7735
"1388",2020,"311_","latewood",2.7105
"1389",2020,"646_","earlywood",0.6035
"1390",2020,"646_","latewood",0.5925
"1391",2020,"648_","earlywood",0.635
"1392",2020,"648_","latewood",0.19
"1393",2020,"648_B2E",NA,0.486
"1394",2020,"648_B2L",NA,0.212
"1395",2020,"652_","earlywood",0.688
"1396",2020,"652_","latewood",0.582
"1397",2020,"654_","earlywood",1.8415
"1398",2020,"654_","latewood",1.344
"1399",2020,"655_","earlywood",1.6085
"1400",2020,"655_","latewood",1.979
"1401",2020,"656_","earlywood",1.895
"1402",2020,"656_","latewood",1.4925
"1403",2020,"860_","earlywood",1.017
"1404",2020,"860_","latewood",1.101
"1405",2021,"309_","earlywood",0.6885
"1406",2021,"309_","latewood",0.4875
"1407",2021,"310_","earlywood",0.6245
"1408",2021,"310_","latewood",0.349
"1409",2021,"311_","earlywood",2.3295
"1410",2021,"311_","latewood",1.736
"1411",2021,"646_","earlywood",0.6135
"1412",2021,"646_","latewood",0.6565
"1413",2021,"648_","earlywood",0.635
"1414",2021,"648_","latewood",0.169
"1415",2021,"648_B2E",NA,0.593
"1416",2021,"648_B2L",NA,0.169
"1417",2021,"652_","earlywood",0.9315
"1418",2021,"652_","latewood",0.3065
"1419",2021,"654_","earlywood",1.831
"1420",2021,"654_","latewood",1.7565
"1421",2021,"655_","earlywood",1.6825
"1422",2021,"655_","latewood",2.0425
"1423",2021,"656_","earlywood",2.011
"1424",2021,"656_","latewood",1.292
"1425",2021,"860_","earlywood",1.196
"1426",2021,"860_","latewood",0.8685
"1427",2022,"309_","earlywood",0.4975
"1428",2022,"309_","latewood",0.2445
"1429",2022,"310_","earlywood",0.54
"1430",2022,"310_","latewood",0.2855
"1431",2022,"311_","earlywood",1.863
"1432",2022,"311_","latewood",1.0695
"1433",2022,"646_","earlywood",0.519
"1434",2022,"646_","latewood",0.4755
"1435",2022,"648_","earlywood",0.572
"1436",2022,"648_","latewood",0.19
"1437",2022,"648_B2E",NA,0.402
"1438",2022,"648_B2L",NA,0.381
"1439",2022,"652_","earlywood",1.027
"1440",2022,"652_","latewood",0.381
"1441",2022,"654_","earlywood",2.5825
"1442",2022,"654_","latewood",1.4505
"1443",2022,"655_","earlywood",1.302
