hour,avg_sd_D,ZeroOne_sdD,avg_temp_D,avg_sv_D,ZeroOneSV_D,avg_VPD_D,,
5/10/2018 13:00,0,0,12.32333333,0,0,0.471775,,
5/10/2018 14:00,0,0,12.37333333,0,0,0.474516667,,
5/10/2018 15:00,0,0,12.44,0,0,0.558525,,
5/10/2018 16:00,0,0,12.26583333,0,0,0.521966667,,
5/10/2018 17:00,0,0,11.14583333,0,0,0.369475,,
5/10/2018 18:00,0,0,10.3575,0,0,0.34265,,
5/10/2018 19:00,0,0,9.071666667,0,0,0.198858333,,
5/10/2018 20:00,0,0,8.186666667,0,0,0.144475,,
5/10/2018 21:00,0,0,7.48375,0,0,0.074281818,,
5/10/2018 22:00,0,0,6.8315,0,0,0.017791667,,
5/10/2018 23:00,0,0,6.312583333,0,0,0.006925,,
5/11/2018 0:00,0,0,6.188166667,0,0,0.007236364,,
5/11/2018 1:00,0,0,6.016166667,0,0,0.00655,,
5/11/2018 2:00,0,0,5.8935,0,0,0.0065,,
5/11/2018 3:00,0,0,5.722083333,0,0,0.006408333,,
5/11/2018 4:00,0,0,5.7015,0,0,0.0064,,
5/11/2018 5:00,0,0,5.763833333,0,0,0.006425,,
5/11/2018 6:00,0,0,6.30025,0,0,0.022766667,,
5/11/2018 7:00,0,0,7.3925,0,0,0.081033333,,
5/11/2018 8:00,0,0,7.921666667,0,0,0.081091667,,
5/11/2018 9:00,0,0,8.483416667,0,0,0.160391667,,
5/11/2018 10:00,0,0,9.756666667,0,0,0.284008333,,
5/11/2018 11:00,0,0,10.46666667,0,0,0.379775,,
5/11/2018 12:00,0,0,11.615,0,0,0.486633333,,
5/11/2018 13:00,0,0,12.15583333,0,0,0.529658333,,
5/11/2018 14:00,0,0,12.4525,0,0,0.535183333,,
5/11/2018 15:00,0,0,13.46583333,0,0,0.612791667,,
5/11/2018 16:00,0,0,13.7675,0,0,0.631908333,,
5/11/2018 17:00,0,0,13.6525,0,0,0.60675,,
5/11/2018 18:00,0,0,12.07333333,0,0,0.350725,,
5/11/2018 19:00,0,0,10.13666667,0,0,0.167233333,,
5/11/2018 20:00,0,0,8.664166667,0,0,0.081925,,
5/11/2018 21:00,0,0,7.668083333,0,0,0.0492,,
5/11/2018 22:00,0,0,6.96025,0,0,0.031433333,,
5/11/2018 23:00,0,0,6.539083333,0,0,0.027008333,,
5/12/2018 0:00,0,0,6.2655,0,0,0.022275,,
5/12/2018 1:00,0,0,5.601333333,0,0,0.00875,,
5/12/2018 2:00,0,0,5.18975,0,0,0.006183333,,
5/12/2018 3:00,0,0,4.814666667,0,0,0.006025,,
5/12/2018 4:00,0,0,4.24075,0,0,0.005808333,,
5/12/2018 5:00,0,0,4.212166667,0,0,0.007825,,
5/12/2018 6:00,0,0,6.141666667,0,0,0.076366667,,
5/12/2018 7:00,0,0,9.103,0,0,0.183466667,,
5/12/2018 8:00,0,0,11.12666667,0,0,0.287783333,,
5/12/2018 9:00,0,0,13.55,0,0,0.490116667,,
5/12/2018 10:00,0,0,16.87833333,0,0,0.807591667,,
5/12/2018 11:00,0,0,19.30333333,0,0,1.072566667,,
5/12/2018 12:00,0,0,21.91166667,0,0,1.612258333,,
5/12/2018 13:00,0,0,23.94,0,0,2.2729,,
5/12/2018 14:00,0,0,24.54416667,0,0,2.376033333,,
5/12/2018 15:00,0,0,24.4775,0,0,2.125825,,
5/12/2018 16:00,0,0,23.80416667,0,0,1.770766667,,
5/12/2018 17:00,0,0,22.89333333,0,0,1.586166667,,
5/12/2018 18:00,0,0,19.915,0,0,1.086158333,,
5/12/2018 19:00,0,0,17.16583333,0,0,0.636291667,,
5/12/2018 20:00,0,0,15.53,0,0,0.435925,,
5/12/2018 21:00,0,0,14.26666667,0,0,0.327791667,,
5/12/2018 22:00,0,0,12.58,0,0,0.188541667,,
5/12/2018 23:00,0,0,11.46083333,0,0,0.12775,,
5/13/2018 0:00,0,0,10.4925,0,0,0.080625,,
5/13/2018 1:00,0,0,9.575833333,0,0,0.04815,,
5/13/2018 2:00,0,0,8.910833333,0,0,0.033891667,,
5/13/2018 3:00,0,0,8.31575,0,0,0.02075,,
5/13/2018 4:00,0,0,7.653333333,0,0,0.010925,,
5/13/2018 5:00,0,0,7.62275,0,0,0.02055,,
5/13/2018 6:00,0,0,9.291666667,0,0,0.106825,,
5/13/2018 7:00,0,0,12.52083333,0,0,0.272741667,,
5/13/2018 8:00,0,0,15.71416667,0,0,0.528041667,,
5/13/2018 9:00,0,0,19.36083333,0,0,1.003608333,,
5/13/2018 10:00,0,0,22.61,0,0,1.692441667,,
5/13/2018 11:00,0,0,25.42,0,0,2.315375,,
5/13/2018 12:00,0,0,27.1175,0,0,2.805533333,,
5/13/2018 13:00,0,0,28.5375,0.170633333,1,3.170633333,,
5/13/2018 14:00,0,0,27.65583333,0,0,2.670291667,,
5/13/2018 15:00,0,0,27.6775,0,0,2.623683333,,
5/13/2018 16:00,0,0,27.645,0,0,2.577375,,
5/13/2018 17:00,0,0,26.78583333,0,0,2.30615,,
5/13/2018 18:00,0,0,23.71333333,0,0,1.666083333,,
5/13/2018 19:00,0,0,20.19416667,0,0,0.944225,,
5/13/2018 20:00,0,0,19.03,0,0,0.812791667,,
5/13/2018 21:00,0,0,16.76,0,0,0.529625,,
5/13/2018 22:00,0,0,14.84833333,0,0,0.335575,,
5/13/2018 23:00,0,0,13.56083333,0,0,0.268941667,,
5/14/2018 0:00,0,0,12.35583333,0,0,0.208108333,,
5/14/2018 1:00,0,0,11.21833333,0,0,0.159408333,,
5/14/2018 2:00,0,0,10.27666667,0,0,0.124733333,,
5/14/2018 3:00,0,0,9.5925,0,0,0.107608333,,
5/14/2018 4:00,0,0,8.904166667,0,0,0.081283333,,
5/14/2018 5:00,0,0,8.799166667,0,0,0.086841667,,
5/14/2018 6:00,0,0,10.595,0,0,0.184583333,,
5/14/2018 7:00,0,0,14.07916667,0,0,0.433433333,,
5/14/2018 8:00,0,0,17.84583333,0,0,0.850383333,,
5/14/2018 9:00,0,0,21.88083333,0,0,1.557236364,,
5/14/2018 10:00,0,0,25.48333333,0,0,2.275525,,
5/14/2018 11:00,0,0,26.75583333,0,0,2.648733333,,
5/14/2018 12:00,0,0,28.25583333,0.0045,1,3.0045,,
5/14/2018 13:00,0,0,29.09166667,0.270866667,1,3.270866667,,
5/14/2018 14:00,0,0,29.33083333,0.29885,1,3.29885,,
5/14/2018 15:00,0,0,29.30833333,0.092225,1,3.092225,,
5/14/2018 16:00,0,0,29.38583333,0.030416667,1,3.030416667,,
5/14/2018 17:00,0,0,27.84416667,0,0,2.676275,,
5/14/2018 18:00,0,0,24.17833333,0,0,1.854908333,,
5/14/2018 19:00,0,0,21.07916667,0,0,1.1754,,
5/14/2018 20:00,0,0,18.6925,0,0,0.73635,,
5/14/2018 21:00,0,0,17.115,0,0,0.559716667,,
5/14/2018 22:00,0,0,15.8025,0,0,0.417891667,,
5/14/2018 23:00,0,0,14.6925,0,0,0.295975,,
5/15/2018 0:00,0,0,13.6675,0,0,0.214308333,,
5/15/2018 1:00,0,0,12.7675,0,0,0.1492,,
5/15/2018 2:00,0,0,11.98583333,0,0,0.101975,,
5/15/2018 3:00,0,0,11.22916667,0,0,0.066525,,
5/15/2018 4:00,0,0,10.66,0,0,0.044841667,,
5/15/2018 5:00,0,0,10.8625,0,0,0.051808333,,
5/15/2018 6:00,0,0,11.40416667,0,0,0.09835,,
5/15/2018 7:00,0,0,12.185,0,0,0.164116667,,
5/15/2018 8:00,0,0,14.1875,0,0,0.329808333,,
5/15/2018 9:00,0,0,16.69,0,0,0.586225,,
5/15/2018 10:00,0,0,18.93333333,0,0,0.860225,,
5/15/2018 11:00,0,0,20.75833333,0,0,1.06575,,
5/15/2018 12:00,0,0,21.81916667,0,0,1.190616667,,
5/15/2018 13:00,0,0,22.6525,0,0,1.293766667,,
5/15/2018 14:00,0,0,23.28166667,0,0,1.3665,,
5/15/2018 15:00,0,0,23.38333333,0,0,1.405275,,
5/15/2018 16:00,0,0,23.1225,0,0,1.364608333,,
5/15/2018 17:00,0,0,21.83916667,0,0,1.174791667,,
5/15/2018 18:00,0,0,19.42916667,0,0,0.83625,,
5/15/2018 19:00,0,0,18.05166667,0,0,0.64585,,
5/15/2018 20:00,0,0,16.60166667,0,0,0.4373,,
5/15/2018 21:00,0,0,14.50666667,0,0,0.294516667,,
5/15/2018 22:00,0,0,12.535,0,0,0.05065,,
5/15/2018 23:00,0,0,12.13666667,0,0,0.064166667,,
5/16/2018 0:00,0,0,11.91083333,0,0,0.123541667,,
5/16/2018 1:00,0,0,11.5525,0,0,0.101116667,,
5/16/2018 2:00,0,0,11.22,0,0,0.103016667,,
5/16/2018 3:00,0,0,11.11666667,0,0,0.096008333,,
5/16/2018 4:00,0,0,11.09,0,0,0.101566667,,
5/16/2018 5:00,0,0,11.00666667,0,0,0.089733333,,
5/16/2018 6:00,0,0,11.15333333,0,0,0.128425,,
5/16/2018 7:00,0,0,11.11416667,0,0,0.148125,,
5/16/2018 8:00,0,0,11.25166667,0,0,0.161691667,,
5/16/2018 9:00,0,0,11.46166667,0,0,0.188308333,,
5/16/2018 10:00,0,0,11.7225,0,0,0.196316667,,
5/16/2018 11:00,0,0,12.95416667,0,0,0.280958333,,
5/16/2018 12:00,0,0,13.3775,0,0,0.314008333,,
5/16/2018 13:00,0,0,13.95666667,0,0,0.369066667,,
5/16/2018 14:00,0,0,14.38916667,0,0,0.401583333,,
5/16/2018 15:00,0,0,14.53666667,0,0,0.427166667,,
5/16/2018 16:00,0,0,14.2075,0,0,0.367183333,,
5/16/2018 17:00,0,0,14.13,0,0,0.30615,,
5/16/2018 18:00,0,0,13.60916667,0,0,0.244125,,
5/16/2018 19:00,0,0,13.1425,0,0,0.186175,,
5/16/2018 20:00,0,0,12.66,0,0,0.116775,,
5/16/2018 21:00,0,0,12.29166667,0,0,0.088391667,,
5/16/2018 22:00,0,0,11.9525,0,0,0.067525,,
5/16/2018 23:00,0,0,11.8025,0,0,0.064816667,,
5/17/2018 0:00,0,0,11.74166667,0,0,0.060091667,,
5/17/2018 1:00,0,0,11.6825,0,0,0.081016667,,
5/17/2018 2:00,0,0,11.48583333,0,0,0.129075,,
5/17/2018 3:00,0,0,11.16333333,0,0,0.137875,,
5/17/2018 4:00,0,0,10.83083333,0,0,0.1394,,
5/17/2018 5:00,0,0,10.4375,0,0,0.1374,,
5/17/2018 6:00,0,0,10.58333333,0,0,0.152891667,,
5/17/2018 7:00,0,0,11.60833333,0,0,0.237733333,,
5/17/2018 8:00,0,0,13.41416667,0,0,0.405041667,,
5/17/2018 9:00,0,0,14.81083333,0,0,0.5282,,
5/17/2018 10:00,0,0,16.2625,0,0,0.705533333,,
5/17/2018 11:00,0,0,17.30416667,0,0,0.813783333,,
5/17/2018 12:00,0,0,19.06666667,0,0,0.985258333,,
5/17/2018 13:00,0,0,20.23416667,0,0,1.171808333,,
5/17/2018 14:00,0,0,21.23916667,0,0,1.283175,,
5/17/2018 15:00,0,0,21.96916667,0,0,1.37795,,
5/17/2018 16:00,0,0,21.85583333,0,0,1.453775,,
5/17/2018 17:00,0,0,21.18166667,0,0,1.390883333,,
5/17/2018 18:00,0,0,18.38416667,0,0,0.935325,,
5/17/2018 19:00,0,0,16.06,0,0,0.5899,,
5/17/2018 20:00,0,0,13.93625,0,0,0.341218182,,
5/17/2018 21:00,0,0,12.595,0,0,0.235525,,
5/17/2018 22:00,0,0,11.32583333,0,0,0.15705,,
5/17/2018 23:00,0,0,10.3875,0,0,0.1158,,
5/18/2018 0:00,0,0,10.27083333,0,0,0.138008333,,
5/18/2018 1:00,0,0,9.693333333,0,0,0.10535,,
5/18/2018 2:00,0,0,9.241666667,0,0,0.085508333,,
5/18/2018 3:00,0,0,8.88,0,0,0.0676,,
5/18/2018 4:00,0,0,8.505,0,0,0.045491667,,
5/18/2018 5:00,0,0,8.4425,0,0,0.043116667,,
5/18/2018 6:00,0,0,10.05083333,0,0,0.138541667,,
5/18/2018 7:00,0,0,12.15833333,0,0,0.324341667,,
5/18/2018 8:00,0,0,14.57083333,0,0,0.531091667,,
5/18/2018 9:00,0,0,16.43666667,0,0,0.74375,,
5/18/2018 10:00,0,0,17.83833333,0,0,0.999733333,,
5/18/2018 11:00,0,0,18.93416667,0,0,1.217983333,,
5/18/2018 12:00,0,0,20.115,0,0,1.639183333,,
5/18/2018 13:00,0,0,21.0475,0,0,1.757666667,,
5/18/2018 14:00,0,0,21.55916667,0,0,1.863816667,,
5/18/2018 15:00,0,0,21.54583333,0,0,1.755358333,,
5/18/2018 16:00,0,0,21.36416667,0,0,1.649866667,,
5/18/2018 17:00,0,0,20.37833333,0,0,1.424908333,,
5/18/2018 18:00,0,0,17.78083333,0,0,0.927266667,,
5/18/2018 19:00,0,0,15.44666667,0,0,0.596491667,,
5/18/2018 20:00,0,0,13.52833333,0,0,0.384283333,,
5/18/2018 21:00,0,0,12.15833333,0,0,0.266483333,,
5/18/2018 22:00,0,0,11.00666667,0,0,0.190183333,,
5/18/2018 23:00,0,0,10.05333333,0,0,0.139591667,,
5/19/2018 0:00,0,0,9.2575,0,0,0.101916667,,
5/19/2018 1:00,0,0,8.586666667,0,0,0.070258333,,
5/19/2018 2:00,0,0,8.145,0,0,0.054641667,,
5/19/2018 3:00,0,0,7.911916667,0,0,0.044016667,,
5/19/2018 4:00,0,0,7.818666667,0,0,0.039258333,,
5/19/2018 5:00,0,0,7.901666667,0,0,0.0417,,
5/19/2018 6:00,0,0,9.320833333,0,0,0.084616667,,
5/19/2018 7:00,0,0,11.70333333,0,0,0.249275,,
5/19/2018 8:00,0,0,13.75083333,0,0,0.430716667,,
5/19/2018 9:00,0,0,15.65166667,0,0,0.625275,,
5/19/2018 10:00,0,0,17.525,0,0,0.865308333,,
5/19/2018 11:00,0,0,19.37083333,0,0,1.393775,,
5/19/2018 12:00,0,0,20.5425,0,0,1.641458333,,
5/19/2018 13:00,0,0,20.89333333,0,0,1.656875,,
5/19/2018 14:00,0,0,21.22166667,0,0,1.711366667,,
5/19/2018 15:00,0,0,21.26666667,0,0,1.656341667,,
5/19/2018 16:00,0,0,20.86,0,0,1.513566667,,
5/19/2018 17:00,0,0,20.00583333,0,0,1.329333333,,
5/19/2018 18:00,0,0,18.06666667,0,0,0.961091667,,
5/19/2018 19:00,0,0,16.42416667,0,0,0.7448,,
5/19/2018 20:00,0,0,14.51916667,0,0,0.546891667,,
5/19/2018 21:00,0,0,13.25666667,0,0,0.4504,,
5/19/2018 22:00,0,0,12.10083333,0,0,0.361025,,
5/19/2018 23:00,0,0,10.7025,0,0,0.245466667,,
5/20/2018 0:00,0,0,9.500833333,0,0,0.167858333,,
5/20/2018 1:00,0,0,8.6475,0,0,0.121458333,,
5/20/2018 2:00,0,0,7.866916667,0,0,0.085933333,,
5/20/2018 3:00,0,0,7.62125,0,0,0.080925,,
5/20/2018 4:00,0,0,7.632333333,0,0,0.088658333,,
5/20/2018 5:00,0,0,8.444916667,0,0,0.131325,,
5/20/2018 6:00,0,0,9.418333333,0,0,0.1785,,
5/20/2018 7:00,0,0,10.31916667,0,0,0.210733333,,
5/20/2018 8:00,0,0,12.11333333,0,0,0.29565,,
5/20/2018 9:00,0,0,13.38666667,0,0,0.441583333,,
5/20/2018 10:00,0,0,14.77333333,0,0,0.601141667,,
5/20/2018 11:00,0,0,16.11,0,0,0.739108333,,
5/20/2018 12:00,0,0,17.82,0,0,0.960283333,,
5/20/2018 13:00,0,0,18.85833333,0,0,1.090858333,,
5/20/2018 14:00,0,0,19.94666667,0,0,1.3886,,
5/20/2018 15:00,0,0,19.85,0,0,1.472666667,,
5/20/2018 16:00,0,0,19.92333333,0,0,1.384766667,,
5/20/2018 17:00,0,0,18.975,0,0,1.187741667,,
5/20/2018 18:00,0,0,16.48583333,0,0,0.828675,,
5/20/2018 19:00,0,0,14.425,0,0,0.566683333,,
5/20/2018 20:00,0,0,12.505,0,0,0.362058333,,
5/20/2018 21:00,0,0,11.10916667,0,0,0.2484,,
5/20/2018 22:00,0,0,10.12833333,0,0,0.186625,,
5/20/2018 23:00,0,0,9.184166667,0,0,0.133083333,,
5/21/2018 0:00,0,0,8.352416667,0,0,0.092975,,
5/21/2018 1:00,0,0,7.74575,0,0,0.067258333,,
5/21/2018 2:00,0,0,7.089,0,0,0.044391667,,
5/21/2018 3:00,0,0,6.686833333,0,0,0.033733333,,
5/21/2018 4:00,0,0,6.15975,0,0,0.022791667,,
5/21/2018 5:00,0,0,6.257583333,0,0,0.034916667,,
5/21/2018 6:00,0,0,8.515583333,0,0,0.148258333,,
5/21/2018 7:00,0,0,11.745,0,0,0.318109091,,
5/21/2018 8:00,0,0,13.91333333,0,0,0.497183333,,
5/21/2018 9:00,0,0,16.31333333,0,0,0.786825,,
5/21/2018 10:00,0,0,18.73083333,0,0,1.065833333,,
5/21/2018 11:00,0,0,19.95916667,0,0,1.157816667,,
5/21/2018 12:00,0,0,21.59166667,0,0,1.376883333,,
5/21/2018 13:00,0,0,22.6525,0,0,1.548066667,,
5/21/2018 14:00,0,0,23.08166667,0,0,1.645358333,,
5/21/2018 15:00,0,0,23.42333333,0,0,1.712783333,,
5/21/2018 16:00,0,0,23.64166667,0,0,1.788283333,,
5/21/2018 17:00,0,0,22.655,0,0,1.594216667,,
5/21/2018 18:00,0,0,20.35916667,0,0,1.238375,,
5/21/2018 19:00,0,0,17.6125,0,0,0.770741667,,
5/21/2018 20:00,0,0,15.49416667,0,0,0.491058333,,
5/21/2018 21:00,0,0,14.01666667,0,0,0.352816667,,
5/21/2018 22:00,0,0,12.74083333,0,0,0.252108333,,
5/21/2018 23:00,0,0,11.74083333,0,0,0.185108333,,
5/22/2018 0:00,0,0,10.80333333,0,0,0.132266667,,
5/22/2018 1:00,0,0,10.03416667,0,0,0.0934,,
5/22/2018 2:00,0,0,9.561666667,0,0,0.07135,,
5/22/2018 3:00,0,0,9.006666667,0,0,0.051008333,,
5/22/2018 4:00,0,0,8.554166667,0,0,0.036225,,
5/22/2018 5:00,0,0,8.725833333,0,0,0.052591667,,
5/22/2018 6:00,0,0,10.72583333,0,0,0.162116667,,
5/22/2018 7:00,0,0,14.38583333,0,0,0.399583333,,
5/22/2018 8:00,0,0,17.3875,0,0,0.689583333,,
5/22/2018 9:00,0,0,20.08833333,0,0,1.073816667,,
5/22/2018 10:00,0,0,23.46333333,0,0,1.636941667,,
5/22/2018 11:00,0,0,26.09083333,0,0,2.211408333,,
5/22/2018 12:00,0,0,27.66666667,0,0,2.630008333,,
5/22/2018 13:00,0,0,28.25333333,0,0,2.667241667,,
5/22/2018 14:00,0,0,27.95083333,0,0,2.576733333,,
5/22/2018 15:00,0,0,28.3775,0,0,2.688266667,,
5/22/2018 16:00,0,0,28.32083333,0,0,2.598566667,,
5/22/2018 17:00,0,0,27.26666667,0,0,2.35575,,
5/22/2018 18:00,0,0,24.47,0,0,1.755791667,,
5/22/2018 19:00,0,0,22.03166667,0,0,1.234125,,
5/22/2018 20:00,0,0,19.93083333,0,0,0.865041667,,
5/22/2018 21:00,0,0,18.30833333,0,0,0.652233333,,
5/22/2018 22:00,0,0,16.8525,0,0,0.486616667,,
5/22/2018 23:00,0,0,15.6075,0,0,0.351275,,
5/23/2018 0:00,0,0,14.51583333,0,0,0.259225,,
5/23/2018 1:00,0,0,13.695,0,0,0.195866667,,
5/23/2018 2:00,0,0,13.06583333,0,0,0.154891667,,
5/23/2018 3:00,0,0,12.62916667,0,0,0.124666667,,
5/23/2018 4:00,0,0,11.94083333,0,0,0.087133333,,
5/23/2018 5:00,0,0,12.03833333,0,0,0.099708333,,
5/23/2018 6:00,0,0,14.22083333,0,0,0.268008333,,
5/23/2018 7:00,0,0,17.26083333,0,0,0.550866667,,
5/23/2018 8:00,0,0,17.71,0,0,0.6155,,
5/23/2018 9:00,0,0,19.17,0,0,0.809475,,
5/23/2018 10:00,0,0,18.44166667,0,0,0.702008333,,
5/23/2018 11:00,0,0,19.90833333,0,0,0.86185,,
5/23/2018 12:00,0,0,22.39916667,0,0,1.21815,,
5/23/2018 13:00,0,0,23.82583333,0,0,1.493041667,,
5/23/2018 14:00,0,0,24.5175,0,0,1.630025,,
5/23/2018 15:00,0,0,24.78083333,0,0,1.664433333,,
5/23/2018 16:00,0,0,23.965,0,0,1.566258333,,
5/23/2018 17:00,0,0,23.24166667,0,0,1.387116667,,
5/23/2018 18:00,0,0,21.76083333,0,0,1.110316667,,
5/23/2018 19:00,0,0,19.8425,0,0,0.793533333,,
5/23/2018 20:00,0,0,18.12583333,0,0,0.58785,,
5/23/2018 21:00,0,0,17.19833333,0,0,0.503708333,,
5/23/2018 22:00,0,0,16.09416667,0,0,0.41865,,
5/23/2018 23:00,0,0,14.92416667,0,0,0.332916667,,
5/24/2018 0:00,0,0,13.7775,0,0,0.260016667,,
5/24/2018 1:00,0,0,13.07083333,0,0,0.219491667,,
5/24/2018 2:00,0,0,12.81333333,0,0,0.206416667,,
5/24/2018 3:00,0,0,12.54583333,0,0,0.186458333,,
5/24/2018 4:00,0,0,12.31333333,0,0,0.178766667,,
5/24/2018 5:00,0,0,12.31833333,0,0,0.175566667,,
5/24/2018 6:00,0,0,12.62083333,0,0,0.194025,,
5/24/2018 7:00,0,0,13.365,0,0,0.244966667,,
5/24/2018 8:00,0,0,15.43083333,0,0,0.413966667,,
5/24/2018 9:00,0,0,17.9325,0,0,0.649291667,,
5/24/2018 10:00,0,0,20.28083333,0,0,0.979241667,,
5/24/2018 11:00,0,0,22.4325,0,0,1.3153,,
5/24/2018 12:00,0,0,23.78833333,0,0,1.537683333,,
5/24/2018 13:00,0,0,24.08833333,0,0,1.542683333,,
5/24/2018 14:00,0,0,22.13333333,0,0,1.133483333,,
5/24/2018 15:00,0,0,22.11166667,0,0,1.076141667,,
5/24/2018 16:00,0,0,22.55583333,0,0,1.22485,,
5/24/2018 17:00,0,0,22.14916667,0,0,1.158816667,,
5/24/2018 18:00,0,0,20.9525,0,0,0.967766667,,
5/24/2018 19:00,0,0,19.25166667,0,0,0.705290909,,
5/24/2018 20:00,0,0,17.24583333,0,0,0.417916667,,
5/24/2018 21:00,0,0,15.75416667,0,0,0.259525,,
5/24/2018 22:00,0,0,14.675,0,0,0.164458333,,
5/24/2018 23:00,0,0,13.84666667,0,0,0.112075,,
5/25/2018 0:00,0,0,13.19916667,0,0,0.078616667,,
5/25/2018 1:00,0,0,13.06416667,0,0,0.076266667,,
5/25/2018 2:00,0,0,13.4375,0,0,0.11175,,
5/25/2018 3:00,0,0,13.64083333,0,0,0.120875,,
5/25/2018 4:00,0,0,13.76916667,0,0,0.123108333,,
5/25/2018 5:00,0,0,13.85416667,0,0,0.124858333,,
5/25/2018 6:00,0,0,14.13416667,0,0,0.1397,,
5/25/2018 7:00,0,0,14.68833333,0,0,0.148933333,,
5/25/2018 8:00,0,0,15.36416667,0,0,0.235508333,,
5/25/2018 9:00,0,0,15.585,0,0,0.289483333,,
5/25/2018 10:00,0,0,15.35833333,0,0,0.21805,,
5/25/2018 11:00,0,0,15.08666667,0,0,0.202216667,,
5/25/2018 12:00,0,0,15.79916667,0,0,0.304933333,,
5/25/2018 13:00,0,0,15.22416667,0,0,0.316925,,
5/25/2018 14:00,0,0,15.26916667,0,0,0.361383333,,
5/25/2018 15:00,0,0,15.07833333,0,0,0.390175,,
5/25/2018 16:00,0,0,14.88083333,0,0,0.383691667,,
5/25/2018 17:00,0,0,14.61083333,0,0,0.433741667,,
5/25/2018 18:00,0,0,14.04416667,0,0,0.347241667,,
5/25/2018 19:00,0,0,13.59083333,0,0,0.271741667,,
5/25/2018 20:00,0,0,12.89,0,0,0.143016667,,
5/25/2018 21:00,0,0,12.375,0,0,0.169641667,,
5/25/2018 22:00,0,0,11.8375,0,0,0.250958333,,
5/25/2018 23:00,0,0,10.87583333,0,0,0.28645,,
5/26/2018 0:00,0,0,9.998333333,0,0,0.2729,,
5/26/2018 1:00,0,0,9.594166667,0,0,0.261766667,,
5/26/2018 2:00,0,0,9.301666667,0,0,0.256741667,,
5/26/2018 3:00,0,0,8.911666667,0,0,0.235758333,,
5/26/2018 4:00,0,0,8.455,0,0,0.197166667,,
5/26/2018 5:00,0,0,8.386666667,0,0,0.186675,,
5/26/2018 6:00,0,0,8.679166667,0,0,0.199141667,,
5/26/2018 7:00,0,0,9.4825,0,0,0.2754,,
5/26/2018 8:00,0,0,10.3925,0,0,0.381416667,,
5/26/2018 9:00,0,0,11.23833333,0,0,0.467425,,
5/26/2018 10:00,0,0,11.84916667,0,0,0.511058333,,
5/26/2018 11:00,0,0,11.97,0,0,0.546366667,,
5/26/2018 12:00,0,0,13.01583333,0,0,0.627666667,,
5/26/2018 13:00,0,0,14.07833333,0,0,0.725775,,
5/26/2018 14:00,0,0,14.78333333,0,0,0.792025,,
5/26/2018 15:00,0,0,15.46916667,0,0,0.950316667,,
5/26/2018 16:00,0,0,15.40666667,0,0,0.933408333,,
5/26/2018 17:00,0,0,15.1275,0,0,0.875183333,,
5/26/2018 18:00,0,0,14.29416667,0,0,0.703658333,,
5/26/2018 19:00,0,0,12.76833333,0,0,0.486825,,
5/26/2018 20:00,0,0,11.09416667,0,0,0.304483333,,
5/26/2018 21:00,0,0,9.951666667,0,0,0.215033333,,
5/26/2018 22:00,0,0,9.131666667,0,0,0.157033333,,
5/26/2018 23:00,0,0,8.156833333,0,0,0.102008333,,
5/27/2018 0:00,0,0,7.26525,0,0,0.068608333,,
5/27/2018 1:00,0,0,6.468416667,0,0,0.044583333,,
5/27/2018 2:00,0,0,5.87725,0,0,0.032525,,
5/27/2018 3:00,0,0,5.3785,0,0,0.022291667,,
5/27/2018 4:00,0,0,5.00375,0,0,0.016366667,,
5/27/2018 5:00,0,0,5.360083333,0,0,0.039333333,,
5/27/2018 6:00,0,0,7.402333333,0,0,0.125716667,,
5/27/2018 7:00,0,0,10.63,0,0,0.290116667,,
5/27/2018 8:00,0,0,12.9275,0,0,0.514408333,,
5/27/2018 9:00,0,0,15.1425,0,0,0.760125,,
5/27/2018 10:00,0,0,17.50666667,0,0,0.991575,,
5/27/2018 11:00,0,0,19.45166667,0,0,1.185375,,
5/27/2018 12:00,0,0,21.22333333,0,0,1.359225,,
5/27/2018 13:00,0,0,22.445,0,0,1.498291667,,
5/27/2018 14:00,0,0,24.07416667,0,0,1.760966667,,
5/27/2018 15:00,0,0,24.87666667,0,0,1.918466667,,
5/27/2018 16:00,0,0,24.79416667,0,0,1.900825,,
5/27/2018 17:00,0,0,23.93583333,0,0,1.769366667,,
5/27/2018 18:00,0,0,21.3275,0,0,1.345033333,,
5/27/2018 19:00,0,0,18.24916667,0,0,0.8211,,
5/27/2018 20:00,0,0,15.96416667,0,0,0.5148,,
5/27/2018 21:00,0,0,14.3425,0,0,0.381558333,,
5/27/2018 22:00,0,0,13.01583333,0,0,0.280716667,,
5/27/2018 23:00,0,0,11.91666667,0,0,0.205775,,
5/28/2018 0:00,0,0,10.90666667,0,0,0.144425,,
5/28/2018 1:00,0,0,10.10666667,0,0,0.10605,,
5/28/2018 2:00,0,0,9.461666667,0,0,0.07755,,
5/28/2018 3:00,0,0,8.924166667,0,0,0.0559,,
5/28/2018 4:00,0,0,8.320833333,0,0,0.035925,,
5/28/2018 5:00,0,0,8.577583333,0,0,0.059433333,,
5/28/2018 6:00,0,0,10.61625,0,0,0.171409091,,
5/28/2018 7:00,0,0,14.33333333,0,0,0.419458333,,
5/28/2018 8:00,0,0,16.5625,0,0,0.666691667,,
5/28/2018 9:00,0,0,18.875,0,0,0.941791667,,
5/28/2018 10:00,0,0,20.68833333,0,0,1.190133333,,
5/28/2018 11:00,0,0,21.6925,0,0,1.304958333,,
